Transaction,Type,Currency,Amount,USD Equivalent,Details,Outstanding Loan,Date / Time
NXTG0NrJRG2Z5,Interest,NEXONEXO,0.03996136,$0.0724135808424,approved / NEXO Interest Earned,$0.00,2021-08-19 01:00:03
NXTyQodbCqZMg,Interest,NEXONEXO,0.03995395,$0.0719230231846,approved / NEXO Interest Earned,$0.00,2021-08-18 01:00:03
NXTUzjFcWFVEP,Interest,BTC,0.00000316,$0.14183544424896,approved / BTC Interest Earned,$0.00,2021-08-18 01:00:03
NXTsI9LafNkg2,Interest,NEXONEXO,0.03994654,$0.0752928364536,approved / NEXO Interest Earned,$0.00,2021-08-17 01:00:03
NXTRjT3XW2X2z,Interest,BTC,0.00000316,$0.14562032679452,approved / BTC Interest Earned,$0.00,2021-08-17 01:00:03
NXTY86PjXahMn,Interest,BTC,0.00000316,$0.14905014581192,approved / BTC Interest Earned,$0.00,2021-08-16 01:00:04
NXTFDrtAk18tp,Interest,NEXONEXO,0.03993914,$0.07956919099554,approved / NEXO Interest Earned,$0.00,2021-08-16 01:00:04
NXTcCyO4YraZf,Interest,NEXONEXO,0.03993174,$0.07945801311204,approved / NEXO Interest Earned,$0.00,2021-08-15 01:00:03
NXTEidLdPFvcI,Interest,BTC,0.00000316,$0.1479971961858,approved / BTC Interest Earned,$0.00,2021-08-15 01:00:03
NXTRV7aLlYrxv,Interest,BTC,0.00000315,$0.1498231512855,approved / BTC Interest Earned,$0.00,2021-08-14 01:00:03
NXTNItNqKUBoQ,Interest,NEXONEXO,0.03992434,$0.0790729500738,approved / NEXO Interest Earned,$0.00,2021-08-14 01:00:03
NXTXSo9GqkmMq,Interest,NEXONEXO,0.03991694,$0.07226271423938,approved / NEXO Interest Earned,$0.00,2021-08-13 01:00:03
NXTwSuRyMez8w,Interest,BTC,0.00000315,$0.138407847984,approved / BTC Interest Earned,$0.00,2021-08-13 01:00:03
NXTxTRAhOCJg8,Interest,NEXONEXO,0.03990954,$0.0765097809432,approved / NEXO Interest Earned,$0.00,2021-08-12 01:00:03
NXTm3SF9nRrjg,Interest,BTC,0.00000315,$0.1442353724595,approved / BTC Interest Earned,$0.00,2021-08-12 01:00:03
NXTpwjpjzMeva,Interest,NEXONEXO,0.03990214,$0.07938917803758,approved / NEXO Interest Earned,$0.00,2021-08-11 01:00:03
NXTmsOa7zd6Fu,Interest,BTC,0.00000315,$0.1431908500491,approved / BTC Interest Earned,$0.00,2021-08-11 01:00:03
NXTdKzhZAXbcS,Interest,NEXONEXO,0.03989475,$0.078464675142,approved / NEXO Interest Earned,$0.00,2021-08-10 01:00:03
NXTG9yGCLDkQs,Interest,BTC,0.00000315,$0.1455123149298,approved / BTC Interest Earned,$0.00,2021-08-10 01:00:03
NXTrYgUFITTDh,Interest,BTC,0.00000315,$0.13940885053935,approved / BTC Interest Earned,$0.00,2021-08-09 01:00:03
NXTOJXFx4M7Fs,Interest,NEXONEXO,0.03988735,$0.0780668034477,approved / NEXO Interest Earned,$0.00,2021-08-09 01:00:03
NXTAC1rVtEW81,Interest,BTC,0.00000315,$0.1387663005519,approved / BTC Interest Earned,$0.00,2021-08-08 01:00:03
NXTgbp2w1ICrW,Interest,NEXONEXO,0.03987996,$0.078983257779,approved / NEXO Interest Earned,$0.00,2021-08-08 01:00:03
NXTX1rC6fKbjb,Interest,BTC,0.00000315,$0.13468026266415,approved / BTC Interest Earned,$0.00,2021-08-07 01:00:03
NXTLXJYGTuXE2,Interest,NEXONEXO,0.03987257,$0.07437302889876,approved / NEXO Interest Earned,$0.00,2021-08-07 01:00:03
NXTW5GMlmXf3O,Interest,NEXONEXO,0.03986518,$0.0726291754866,approved / NEXO Interest Earned,$0.00,2021-08-06 01:00:03
NXT69DGrHm2xv,Interest,BTC,0.00000315,$0.1289903999328,approved / BTC Interest Earned,$0.00,2021-08-06 01:00:03
NXT7Grg9Qr6Yh,Interest,BTC,0.00000315,$0.12513397108275,approved / BTC Interest Earned,$0.00,2021-08-05 01:00:03
NXTAv1Ooo1njj,Interest,NEXONEXO,0.03985779,$0.07068109445628,approved / NEXO Interest Earned,$0.00,2021-08-05 01:00:03
NXTc0sNlN56Qe,Interest,BTC,0.00000315,$0.1206604770777,approved / BTC Interest Earned,$0.00,2021-08-04 01:00:04
NXT39N8rtrSZ3,Interest,NEXONEXO,0.03985040,$0.0680909438656,approved / NEXO Interest Earned,$0.00,2021-08-04 01:00:04
NXTFcrFvegp0x,Interest,BTC,0.00000315,$0.12424341730185,approved / BTC Interest Earned,$0.00,2021-08-03 01:00:03
NXTHRw7GLHAbT,Interest,NEXONEXO,0.03984301,$0.07307594511197,approved / NEXO Interest Earned,$0.00,2021-08-03 01:00:03
NXT6x0Bz5CE3n,Interest,BTC,0.00000315,$0.1269542723274,approved / BTC Interest Earned,$0.00,2021-08-02 01:00:03
NXTMaxJFQYVgd,Interest,NEXONEXO,0.03983563,$0.07364950699105,approved / NEXO Interest Earned,$0.00,2021-08-02 01:00:03
NXTFV0jLCMbdW,Interest,BTC,0.00000315,$0.1318604535927,approved / BTC Interest Earned,$0.00,2021-08-01 01:00:04
NXTx61xXBYZ6n,Interest,NEXONEXO,0.03982824,$0.0755466039144,approved / NEXO Interest Earned,$0.00,2021-08-01 01:00:04
NXTECBYjpI8XZ,Interest,NEXONEXO,0.03982086,$0.07389979091316,approved / NEXO Interest Earned,$0.00,2021-07-31 01:00:03
NXTG1GQ4VsU85,Interest,BTC,0.00000315,$0.13055496665085,approved / BTC Interest Earned,$0.00,2021-07-31 01:00:03
NXT0a5elILAHz,Interest,BTC,0.00000315,$0.125353494063,approved / BTC Interest Earned,$0.00,2021-07-30 01:00:03
NXTM7yOTtYO3V,Interest,NEXONEXO,0.03981348,$0.07126835875488,approved / NEXO Interest Earned,$0.00,2021-07-30 01:00:03
NXTN9TpxzpmUJ,Interest,NEXONEXO,0.03980610,$0.0701215102197,approved / NEXO Interest Earned,$0.00,2021-07-29 01:00:04
NXTeukflOSty7,Interest,BTC,0.00000315,$0.1251508123152,approved / BTC Interest Earned,$0.00,2021-07-29 01:00:04
NXTZ7IhkME9WB,Interest,NEXONEXO,0.03979872,$0.067610065536,approved / NEXO Interest Earned,$0.00,2021-07-28 01:00:03
NXT2PvuTDPoXm,Interest,BTC,0.00000315,$0.12388680793125,approved / BTC Interest Earned,$0.00,2021-07-28 01:00:03
NXTW6m7CANQR3,Interest,NEXONEXO,0.03979135,$0.0652919549783,approved / NEXO Interest Earned,$0.00,2021-07-27 01:00:03
NXTaPJ1DVesgY,Interest,BTC,0.00000315,$0.11845857577995,approved / BTC Interest Earned,$0.00,2021-07-27 01:00:03
NXTG9Wc4wjdh8,Interest,BTC,0.00000315,$0.1089213179922,approved / BTC Interest Earned,$0.00,2021-07-26 01:00:03
NXTaspzyQtXkc,Interest,NEXONEXO,0.03978397,$0.06166113531903,approved / NEXO Interest Earned,$0.00,2021-07-26 01:00:03
NXTow8ZxeALUq,Interest,BTC,0.00000315,$0.10724459067315,approved / BTC Interest Earned,$0.00,2021-07-25 01:00:03
NXTo7ZE8X71mo,Interest,NEXONEXO,0.03977660,$0.062112751964,approved / NEXO Interest Earned,$0.00,2021-07-25 01:00:03
NXTvWW3cMTile,Interest,NEXONEXO,0.03976923,$0.05961431438538,approved / NEXO Interest Earned,$0.00,2021-07-24 01:00:03
NXT4yxwZREQ0u,Interest,BTC,0.00000315,$0.10438058653785,approved / BTC Interest Earned,$0.00,2021-07-24 01:00:03
NXTUikK5IP0R9,Interest,BTC,0.00000315,$0.10140962166405,approved / BTC Interest Earned,$0.00,2021-07-23 01:00:04
NXTbdBS37mySJ,Interest,NEXONEXO,0.03976185,$0.05788530123,approved / NEXO Interest Earned,$0.00,2021-07-23 01:00:04
NXTBtPCSGJb44,Interest,NEXONEXO,0.03975449,$0.05808898250657,approved / NEXO Interest Earned,$0.00,2021-07-22 01:00:03
NXT87s2P1KoHh,Interest,BTC,0.00000315,$0.1010251245276,approved / BTC Interest Earned,$0.00,2021-07-22 01:00:03
NXTRJbMvOo42Y,Interest,NEXONEXO,0.03974712,$0.05002894474872,approved / NEXO Interest Earned,$0.00,2021-07-21 01:00:03
NXTQSDI10cHII,Interest,BTC,0.00000314,$0.09279047128256,approved / BTC Interest Earned,$0.00,2021-07-21 01:00:03
NXTU9mBDa0Ka5,Interest,NEXONEXO,0.03973975,$0.05665104035225,approved / NEXO Interest Earned,$0.00,2021-07-20 01:00:03
NXTeWQsAK5Hbp,Interest,BTC,0.00000314,$0.09691182491198,approved / BTC Interest Earned,$0.00,2021-07-20 01:00:03
NXTqqxIKkyVrX,Interest,BTC,0.00000314,$0.09917431648022,approved / BTC Interest Earned,$0.00,2021-07-19 01:00:03
NXTdE1C5YgHzf,Interest,NEXONEXO,0.03973238,$0.0583742167103,approved / NEXO Interest Earned,$0.00,2021-07-19 01:00:03
NXTL4wyjfdu9y,Interest,BTC,0.00000314,$0.09935854073238,approved / BTC Interest Earned,$0.00,2021-07-18 01:00:03
NXTxyUFfQzfXV,Interest,NEXONEXO,0.03972502,$0.05812771496504,approved / NEXO Interest Earned,$0.00,2021-07-18 01:00:03
NXTkp8qm8Ty40,Interest,NEXONEXO,0.03971766,$0.05813104519962,approved / NEXO Interest Earned,$0.00,2021-07-17 01:00:04
NXTGvcR7wFr1i,Interest,BTC,0.00000314,$0.09922138270638,approved / BTC Interest Earned,$0.00,2021-07-17 01:00:04
NXTsmZecdQ7V6,Interest,BTC,0.00000314,$0.09976218689086,approved / BTC Interest Earned,$0.00,2021-07-16 01:00:04
NXTzh0maSo5WG,Interest,NEXONEXO,0.03971029,$0.05955439553938,approved / NEXO Interest Earned,$0.00,2021-07-16 01:00:04
NXTiDeFHFk8o8,Interest,NEXONEXO,0.03970293,$0.06295856392113,approved / NEXO Interest Earned,$0.00,2021-07-15 01:00:03
NXTWzbTQ7TP28,Interest,BTC,0.00000314,$0.10354718946334,approved / BTC Interest Earned,$0.00,2021-07-15 01:00:03
NXTcQlVUgZym1,Interest,NEXONEXO,0.03969558,$0.06042941504118,approved / NEXO Interest Earned,$0.00,2021-07-14 01:00:03
NXTB0h8X92yOi,Interest,BTC,0.00000314,$0.10230152112152,approved / BTC Interest Earned,$0.00,2021-07-14 01:00:03
NXTVQ6bpNXOds,Interest,BTC,0.00000314,$0.10385616789684,approved / BTC Interest Earned,$0.00,2021-07-13 01:00:03
NXTbvagYKMcon,Interest,NEXONEXO,0.03968822,$0.06223307368278,approved / NEXO Interest Earned,$0.00,2021-07-13 01:00:03
NXTImgD2Dj38A,Interest,BTC,0.00000314,$0.1079705440098,approved / BTC Interest Earned,$0.00,2021-07-12 01:00:03
NXTGeHkdCqtlr,Interest,NEXONEXO,0.03968086,$0.06464801743114,approved / NEXO Interest Earned,$0.00,2021-07-12 01:00:03
NXTOGeyC3y5uH,Interest,NEXONEXO,0.03967351,$0.06448445033678,approved / NEXO Interest Earned,$0.00,2021-07-11 01:00:03
NXTWWfBx6i36b,Interest,BTC,0.00000314,$0.10563867189332,approved / BTC Interest Earned,$0.00,2021-07-11 01:00:03
NXTW6SZpwpnCH,Interest,NEXONEXO,0.03966615,$0.0645353187363,approved / NEXO Interest Earned,$0.00,2021-07-10 01:00:03
NXTcelNeAnUPQ,Interest,BTC,0.00000314,$0.10669596791424,approved / BTC Interest Earned,$0.00,2021-07-10 01:00:03
NXTKuEj0YeMwB,Interest,NEXONEXO,0.03965880,$0.0627379213896,approved / NEXO Interest Earned,$0.00,2021-07-09 01:00:03
NXT47JuyoLeKB,Interest,BTC,0.00000314,$0.10234953911308,approved / BTC Interest Earned,$0.00,2021-07-09 01:00:03
NXTFsRMcTTDYK,Interest,BTC,0.00000314,$0.10720732905976,approved / BTC Interest Earned,$0.00,2021-07-08 01:00:03
NXTZOELRy143X,Interest,NEXONEXO,0.03965145,$0.066593817246,approved / NEXO Interest Earned,$0.00,2021-07-08 01:00:03
NXTLk2gKUPK7a,Interest,NEXONEXO,0.03964410,$0.0634258819962,approved / NEXO Interest Earned,$0.00,2021-07-07 01:00:03
NXTGjF7zwHKG3,Interest,BTC,0.00000314,$0.10695943925718,approved / BTC Interest Earned,$0.00,2021-07-07 01:00:03
NXTfa3B5x85LB,Interest,BTC,0.00000314,$0.10679825376278,approved / BTC Interest Earned,$0.00,2021-07-06 01:00:03
NXTKXQC88gNVu,Interest,NEXONEXO,0.03963675,$0.06067803764775,approved / NEXO Interest Earned,$0.00,2021-07-06 01:00:03
NXTjJ0HaCvg0N,Interest,NEXONEXO,0.03962941,$0.06206746305377,approved / NEXO Interest Earned,$0.00,2021-07-05 01:00:04
NXT1mXlgoPL6D,Interest,BTC,0.00000314,$0.11094701356026,approved / BTC Interest Earned,$0.00,2021-07-05 01:00:04
NXT8t9irOEICs,Interest,BTC,0.00000314,$0.10851714720908,approved / BTC Interest Earned,$0.00,2021-07-04 01:00:03
